Price,Close,High,Low,Open,Volume
Ticker,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS
Date,,,,,
2017-01-02,236.27467346191406,237.34162065297122,233.4984217530275,236.0351466955058,7097888
2017-01-03,237.2109832763672,238.86585333709087,235.4037108635839,237.3089800963563,6434204
2017-01-04,232.3661651611328,237.99486277432086,231.7455961764682,237.97308893399136,10392483
2017-01-05,234.59803771972656,235.14239825345447,232.71455695925388,233.20448289313637,8734164
2017-01-06,234.06454467773438,236.25288808624805,233.661714137041,233.9012408917529,7845839
2017-01-09,234.66336059570312,236.4706474621105,233.2044842408673,234.51094371525508,5228980
2017-01-10,237.3089599609375,238.29968417982087,235.16416412334962,235.16416412334962,11349916
2017-01-11,236.4815216064453,238.58275520019956,236.03514337397465,238.4303383279857,11475958
2017-01-12,235.8827362060547,237.41783551661044,235.1206227430859,236.68838281331688,4371992
2017-01-13,237.42872619628906,238.9747124512179,236.15491294296365,236.15491294296365,7234429
2017-01-16,234.34762573242188,238.20169693742457,233.84681290598442,237.33072885230027,12013154
2017-01-17,226.72657775878906,232.5512398612375,226.1277826220311,231.8980101243446,39234251
2017-01-18,224.83218383789062,228.19634369815165,224.00474888833295,227.02051279057926,15867619
2017-01-19,225.08262634277344,227.6084646574518,224.49470354606675,225.39834704756146,15284274
2017-01-20,223.36239624023438,225.89912103890507,222.94867878372708,225.13702217504203,8784907
2017-01-23,221.2067413330078,224.49467827264095,220.53173778072923,222.49144145506347,13708502
2017-01-24,223.68902587890625,224.01563345930262,221.44624781715362,221.44624781715362,9419288
2017-01-25,221.51161193847656,224.86487073377495,221.26119822650074,224.71245384360904,23856654
2017-01-27,223.20999145507812,224.03742641287508,221.88174366182997,222.1539311863303,21861796
2017-01-30,227.4995574951172,227.85884038161495,223.14467331930092,223.17733407850315,15678126
2017-01-31,227.58663940429688,229.45924762899358,226.51969226285965,227.94592226956368,15125194
2017-02-01,228.55563354492188,228.8278210923217,225.40922631310517,227.78264765521115,11312284
2017-02-02,227.21649169921875,228.8060255450593,226.07333608619152,228.63183483382406,9099129
2017-02-03,225.07174682617188,228.72985410063674,224.29874634950465,227.76088904213717,13219481
2017-02-06,226.81369018554688,227.5213545758227,224.72334324198303,225.80117747630345,9991907
2017-02-07,224.472900390625,226.9660776171571,223.66725381730672,226.88986918112582,9905562
2017-02-08,223.22088623046875,226.0733464695954,222.5349957382045,224.47291109552273,16230826
2017-02-09,224.87574768066406,225.14793522201992,223.58017510116645,223.841461187005,9861688
2017-02-10,224.30960083007812,225.48541722157128,223.30797515279932,225.36566110554892,12518554
2017-02-13,224.24427795410156,225.14792134916186,222.5349879754062,224.93016842243955,8565757
2017-02-14,228.58827209472656,229.26329016975578,224.2551618805372,225.3656567326524,18244623
2017-02-15,228.91490173339844,230.26492339253642,227.59754083361491,229.26329770178612,15236663
2017-02-16,232.44235229492188,232.86695667769865,229.18707625242098,229.18707625242098,19655195
2017-02-17,234.18431091308594,234.7722336385846,230.47176960434476,232.2246217907584,14847356
2017-02-20,234.1625518798828,234.91377844592313,232.2246364740951,233.10649154755572,11650581
2017-02-21,236.94967651367188,237.54847162552292,233.6508381357944,234.1189902127557,14186476
2017-02-22,262.9266052246094,263.83023407528486,237.77709450216673,237.99484742669333,127323130
2017-02-23,257.53741455078125,266.0838932410696,256.79707497302013,264.2548326703869,62249698
2017-02-27,269.7638244628906,273.66142928026557,259.19231923564007,259.2249654624246,83422197
2017-02-28,269.5787048339844,271.7452745064013,267.49923051819263,268.26134395920917,36111716
2017-03-01,268.8056945800781,270.96136260174046,267.8258428365458,270.0250585325632,24385665
2017-03-02,269.295654296875,273.204160308364,267.18353368411675,269.54603892061306,18063590
2017-03-03,274.0424499511719,280.41148667254697,270.3408101936174,270.3408101936174,84305639
2017-03-06,284.2329406738281,285.6809447623555,275.5013975295233,276.3179311339914,66724743
2017-03-07,284.1458435058594,288.9471064197649,282.2296872945287,287.1724947148057,42071555
2017-03-08,281.15185546875,284.74462640712767,280.04136051902975,284.74462640712767,43336972
2017-03-09,280.1828308105469,282.63246017868454,279.0396898191118,280.89052412732065,31094457
2017-03-10,279.0723876953125,282.19703566742606,274.6195063339273,280.94499618739667,24785585
2017-03-14,280.78167724609375,287.2051639070023,279.85627445793693,287.1507147686171,27765035
2017-03-15,284.1458435058594,286.6172472159979,280.9776768610913,281.11919229691307,24107889
2017-03-16,282.5562744140625,285.33251142098976,281.6743903738306,285.2454160694426,15924023
2017-03-17,283.2204284667969,287.41199456133376,282.6434071512013,284.8099479133249,22727289
2017-03-20,278.8872985839844,284.42890056390183,278.35382498681787,284.3744514304762,12869337
2017-03-21,275.1856689453125,279.562327544276,274.20581696802435,279.1921722239529,22596181
2017-03-22,274.2928771972656,275.6428843219246,271.4295446158059,272.61623340832307,20291685
2017-03-23,277.25421142578125,278.17961415944245,273.9227266999441,275.04409399326386,11807911
2017-03-24,280.1828308105469,281.3260008725257,276.1981023097458,277.42836772076566,16282523
2017-03-27,272.4202880859375,278.4409441141204,271.57107921171774,276.7751725920861,32452615
2017-03-28,271.25537109375,275.22919881635863,270.46058229278935,273.9227392880494,21707345
2017-03-29,273.6287841796875,274.3582224039524,268.5553337662027,272.5509354214749,18924345
2017-03-30,276.67718505859375,277.5699415512167,272.83400062883993,273.26947742009656,27862325
2017-03-31,287.6188659667969,291.2660861104219,275.6646783154912,275.6646783154912,45390562
2017-04-03,299.3226013183594,300.59641446865254,291.1354055279681,292.21325413295733,44886623
2017-04-05,308.108642578125,308.76188690649553,300.50936825162927,303.79730559430936,40323877
2017-04-06,313.22564697265625,315.4901847189446,305.32153870300465,306.80218905386994,50620850
2017-04-07,306.2795104980469,312.2457162221602,305.3976555697658,309.480380799291,31875272
2017-04-10,300.7815246582031,310.26427893508406,299.8996405456596,307.01988961228926,30768410
2017-04-11,298.8218078613281,304.9404309645588,298.3318819548844,302.19684007436473,32249647
2017-04-12,294.8261413574219,301.89196918120774,294.20557249503366,301.0971805599638,27448279
2017-04-13,297.1778869628906,299.05046646274553,293.37822068130197,294.82622479350835,12713918
2017-04-17,303.06781005859375,303.87347112814314,297.2213747183609,297.2213747183609,11837502
2017-04-18,298.3536682128906,307.0198889480419,297.65687627434164,304.83157445990247,16016414
2017-04-19,298.0488586425781,301.0428638729038,295.59922857069427,298.0924063296093,11572557
2017-04-20,298.2121276855469,301.9682168177317,297.02540980438,300.2698282338452,8393496
2017-04-21,305.3868408203125,309.415117682636,300.171846019101,300.5964504533619,30230907
2017-04-24,308.6312255859375,312.463537820503,304.88600871392595,306.8130372162538,25512511
2017-04-25,311.98443603515625,319.59461019117776,310.5255598673158,317.90709419669804,36764315
2017-04-26,308.4243469238281,313.56311845663816,305.4085974426285,312.4635250141876,16763153
2017-04-27,306.9110107421875,310.1009799005493,305.32149142566266,308.54410680723043,12571594
2017-04-28,303.79730224609375,309.2626818623739,302.88277182467425,306.96549795853105,11848658
2017-05-02,298.42987060546875,305.2779323209073,297.5044678598059,305.2779323209073,18591411
2017-05-03,298.3319091796875,300.6508668206688,297.2214142331476,299.81255941822457,9500038
2017-05-04,295.6863098144531,300.40047706430516,294.83710097086566,299.39885133837726,14365934
2017-05-05,289.21929931640625,297.7331332160545,288.5116349125822,296.48109368895035,15598448
2017-05-08,287.72772216796875,291.6689035245887,287.0636055068933,289.6003305654227,16066733
2017-05-09,289.67657470703125,290.3951114858094,287.4773294754851,288.29389214810317,21106150
2017-05-10,295.9366760253906,296.9165278500031,289.7418589477897,290.64548780070174,22906024
2017-05-11,296.0346984863281,298.25568839574424,294.31450691682704,297.02542278099963,13783848
2017-05-12,294.05316162109375,297.00358914074496,292.65960701571083,296.14350806443946,7523427
2017-05-15,292.6705322265625,295.34880180889706,290.3624470017819,295.34880180889706,6738085
2017-05-16,295.3269958496094,299.8125227688654,291.9954823466886,293.09510477373095,12655992
2017-05-17,294.63018798828125,297.42819870161117,293.46524411026417,294.60841415141766,9844573
2017-05-18,289.0233154296875,293.9552211554288,288.3156510731378,291.8322280857798,9790379
2017-05-19,287.1724548339844,290.84144839903894,285.2454265046893,290.25355475458844,12813204
2017-05-22,288.3265075683594,290.38420807319176,286.377705331347,288.8382073308173,8801430
2017-05-23,284.2764587402344,289.5676761806411,283.5034728999899,288.6640182323899,9223001
2017-05-24,282.567138671875,286.05106891575156,282.0010189030985,284.70103286450467,14326531
2017-05-25,283.6014404296875,285.7679808496751,282.2949520488982,283.06796687987077,25922008
2017-05-26,291.18988037109375,292.73585210221165,283.06800537864586,283.9280866053637,21430443
2017-05-29,295.45770263671875,297.3194097970538,290.81972877974925,291.1245916486994,24022633
2017-05-30,295.9911193847656,297.15606335325236,293.628585225233,295.2399074193608,9658309
2017-05-31,291.93017578125,297.86373591063443,290.8632285919116,297.6568699033506,16423338
2017-06-01,289.21929931640625,291.7777984406125,288.07615807039826,290.1882788960909,9534069
2017-06-02,288.4571533203125,291.49470569974363,286.7696371408716,290.6890445617908,11495005
2017-06-05,289.45880126953125,291.9955264612741,286.5192745483905,288.78381218818816,10835031
2017-06-06,285.8551025390625,290.4604003758124,285.4631734310378,290.4604003758124,9591064
2017-06-07,291.5600280761719,292.2132723384285,285.02770173579364,285.506726209714,11199223
2017-06-08,289.970458984375,292.8229189966706,289.17569935578865,291.77774569382245,7903123
2017-06-09,290.8414611816406,294.5975502665102,289.8180616479986,292.8882602489246,13836547
2017-06-12,287.3031311035156,289.5459239590013,286.76965745878437,288.84913196997815,8432435
2017-06-13,286.192626953125,288.94709045325186,285.46318876096683,287.55353559044744,6025338
2017-06-14,295.58831787109375,296.13266388842726,286.53013850772976,286.53013850772976,52939271
2017-06-15,301.3476257324219,303.75370754279896,295.9366670226812,296.13263156753305,28290813
2017-06-16,302.4036865234375,303.927884205735,298.157642895119,302.4690080353698,32710880
2017-06-19,306.8565979003906,308.2828281284691,302.7085793360715,302.7085793360715,15236956
